dato_Id,omrType,omrnr,iso_aar,iso_uke,fyllingsgrad,kapasitet_TWh,fylling_TWh,neste_Publiseringsdato,fyllingsgrad_forrige_uke,endring_fyllingsgrad
2004-08-01,EL,4,2004,31,0.7157623,21.079208,15.087703,0001-01-01T00:00:00,0.6986669,0.017095447
1998-04-05,EL,5,1998,14,0.39341545,17.390587,6.841725,0001-01-01T00:00:00,0.39954287,-0.006127417
2003-11-02,EL,1,2003,44,0.7816242,6.0032635,4.6922965,0001-01-01T00:00:00,0.7950199,-0.013395727
2012-09-23,EL,1,2012,38,0.9058637,6.0032635,5.4381385,0001-01-01T00:00:00,0.9072974,-0.0014336705
1999-02-07,EL,5,1999,5,0.54473245,17.390587,9.473217,0001-01-01T00:00:00,0.5607474,-0.016014934
2003-01-26,EL,1,2003,4,0.33289883,6.0032635,1.9984794,0001-01-01T00:00:00,0.35475188,-0.02185306
2002-06-02,EL,4,2002,22,0.69731015,21.079208,14.698746,0001-01-01T00:00:00,0.65708673,0.04022342
2013-05-05,EL,1,2013,18,0.11998393,6.0032635,0.7202952,0001-01-01T00:00:00,0.11487589,0.005108036
2000-09-24,EL,1,2000,38,0.9371475,6.0032635,5.625943,0001-01-01T00:00:00,0.9417642,-0.0046166778
2018-12-02,EL,4,2018,48,0.61656654,21.079208,12.996736,0001-01-01T00:00:00,0.63301694,-0.016450405
2001-12-23,EL,4,2001,51,0.7593995,21.079208,16.00754,0001-01-01T00:00:00,0.7767933,-0.017393827
1996-06-16,EL,4,1996,24,0.450266,21.079208,9.491251,0001-01-01T00:00:00,0.3755516,0.07471439
2001-03-18,EL,5,2001,11,0.34521297,17.390587,6.0034556,0001-01-01T00:00:00,0.37195,-0.026737034
2014-05-18,EL,1,2014,20,0.28569344,6.0032635,1.715093,0001-01-01T00:00:00,0.22828424,0.057409197
2020-10-04,EL,4,2020,40,0.927881,21.079208,19.558998,2020-10-14T13:00:00,0.92578906,0.0020919442
2003-08-31,EL,3,2003,35,0.7726094,8.920932,6.892396,0001-01-01T00:00:00,0.7413461,0.03126329
2005-09-11,EL,4,2005,36,0.89409745,21.079208,18.846867,0001-01-01T00:00:00,0.8739903,0.02010715
2004-10-17,EL,3,2004,42,0.8682756,8.920932,7.745827,0001-01-01T00:00:00,0.88861763,-0.020342052
2023-08-20,EL,1,2023,33,0.9977882,6.0032635,5.989986,2023-08-30T13:00:00,1.0200374,-0.022249222
2022-08-28,EL,1,2022,34,0.67828846,6.0032635,4.0719447,2022-09-07T13:00:00,0.68567437,-0.0073859096
1996-05-12,EL,4,1996,19,0.30519152,21.079208,6.4331956,0001-01-01T00:00:00,0.32295656,-0.017765045
2005-12-25,EL,4,2005,51,0.82382274,21.079208,17.365532,0001-01-01T00:00:00,0.8423951,-0.01857239
2002-08-11,EL,1,2002,32,0.8881461,6.0032635,5.331775,0001-01-01T00:00:00,0.9005347,-0.012388587
2016-06-05,EL,4,2016,22,0.57100755,21.079208,12.036387,0001-01-01T00:00:00,0.5255818,0.045425773
2007-10-07,EL,1,2007,40,0.90943116,6.0032635,5.459555,0001-01-01T00:00:00,0.9073547,0.002076447
2003-03-09,EL,5,2003,10,0.21651264,17.390587,3.7652814,0001-01-01T00:00:00,0.24115433,-0.024641693
2019-08-04,EL,1,2019,31,0.80020595,6.0032635,4.8038473,2019-08-14T13:00:00,0.80550414,-0.0052981973
2007-04-01,EL,4,2007,13,0.48259127,21.079208,10.172643,0001-01-01T00:00:00,0.49557284,-0.012981564
2000-07-09,EL,4,2000,27,0.8562702,21.079208,18.049498,0001-01-01T00:00:00,0.8220209,0.034249306
2001-02-11,EL,1,2001,6,0.50861675,6.0032635,3.0533605,0001-01-01T00:00:00,0.56243396,-0.053817213
2007-11-25,EL,3,2007,47,0.90322465,8.920932,8.057606,0001-01-01T00:00:00,0.92966884,-0.026444197
2010-03-21,EL,1,2010,11,0.13659929,6.0032635,0.82004154,0001-01-01T00:00:00,0.16525768,-0.02865839
2009-12-27,EL,3,2009,52,0.56755495,8.920932,5.063119,0001-01-01T00:00:00,0.6019616,-0.034406662
2024-05-26,EL,1,2024,21,0.67060703,6.0032635,4.0258307,2024-06-05T13:00:00,0.55715007,0.113456964
2013-01-13,EL,5,2013,2,0.5681312,17.390587,9.880135,0001-01-01T00:00:00,0.60521406,-0.03708285
1999-06-27,EL,4,1999,25,0.76814884,21.079208,16.191969,0001-01-01T00:00:00,0.7197472,0.048401654
2012-04-29,EL,4,2012,17,0.50288796,21.079208,10.60048,0001-01-01T00:00:00,0.52008116,-0.017193198
2019-06-02,EL,4,2019,22,0.41067076,21.079208,8.656614,2019-06-12T13:00:00,0.3882245,0.022446245
2019-08-11,EL,4,2019,32,0.7081551,21.079208,14.92735,2019-08-21T13:00:00,0.7102962,-0.002141118
2019-10-27,EL,3,2019,43,0.83004034,8.920932,7.4047327,2019-11-06T13:00:00,0.8280026,0.0020377636
2008-06-29,EL,3,2008,26,0.7724112,8.920932,6.890628,0001-01-01T00:00:00,0.7474135,0.024997711
2019-07-07,EL,1,2019,27,0.8057191,6.0032635,4.8369436,2019-07-17T13:00:00,0.8054118,0.00030726194
2021-10-03,EL,4,2021,39,0.80818105,21.079208,17.035816,2021-10-13T13:00:00,0.80608356,0.0020974874
2004-12-26,EL,4,2004,52,0.7020482,21.079208,14.79862,0001-01-01T00:00:00,0.71286976,-0.010821581
2016-09-25,EL,3,2016,38,0.74535155,8.920932,6.6492305,0001-01-01T00:00:00,0.7583783,-0.013026774
2019-10-20,EL,4,2019,42,0.6916581,21.079208,14.579605,2019-10-30T13:00:00,0.71005875,-0.01840067
1998-01-04,EL,1,1998,1,0.65106833,6.0032635,3.908535,0001-01-01T00:00:00,0.6757999,-0.024731576
2000-09-10,EL,4,2000,36,0.9763888,21.079208,20.581505,0001-01-01T00:00:00,0.97227496,0.004113853
1996-11-10,EL,1,1996,45,0.78190094,6.0032635,4.6939573,0001-01-01T00:00:00,0.767253,0.014647961
2021-05-16,EL,1,2021,19,0.25596192,6.0032635,1.5366069,2021-05-26T13:00:00,0.15077947,0.105182454
2002-11-24,EL,4,2002,47,0.76114994,21.079208,16.04444,0001-01-01T00:00:00,0.7836108,-0.022460878
2013-12-08,EL,1,2013,49,0.72831005,6.0032635,4.372237,0001-01-01T00:00:00,0.76151216,-0.03320211
1995-06-04,EL,1,1995,22,0.64748144,6.0032635,3.8870018,0001-01-01T00:00:00,0.31085843,0.336623
2009-12-13,EL,4,2009,50,0.7281379,21.079208,15.348571,0001-01-01T00:00:00,0.7476234,-0.019485474
2019-06-16,EL,1,2019,24,0.8004612,6.0032635,4.8053794,2019-06-26T13:00:00,0.7574272,0.043033957
1995-02-05,EL,1,1995,5,0.4692231,6.0032635,2.8168702,0001-01-01T00:00:00,0.50843966,-0.03921655
2016-02-21,EL,4,2016,7,0.6759741,21.079208,14.248999,0001-01-01T00:00:00,0.6991574,-0.023183346
2022-11-06,EL,4,2022,44,0.8581275,21.079208,18.088648,2022-11-16T13:00:00,0.8657265,-0.007598996
1996-10-20,EL,4,1996,42,0.8225635,21.079208,17.338987,0001-01-01T00:00:00,0.8286833,-0.0061197877
2025-06-22,EL,4,2025,25,0.79022557,21.079208,16.65733,2025-07-02T13:00:00,0.72586954,0.06435603
2021-05-09,EL,4,2021,18,0.42897245,21.079208,9.0424,2021-05-19T13:00:00,0.448258,-0.01928556
2012-06-24,EL,1,2012,25,0.7305755,6.0032635,4.3858376,0001-01-01T00:00:00,0.6656833,0.06489217
2019-08-04,EL,3,2019,31,0.8162138,8.920932,7.2813873,2019-08-14T13:00:00,0.8248819,-0.008668125
1999-11-28,EL,1,1999,47,0.8578836,6.0032635,5.150101,0001-01-01T00:00:00,0.8769192,-0.019035637
2006-07-09,EL,3,2006,27,0.58307594,8.920932,5.2015805,0001-01-01T00:00:00,0.55039,0.032685935
1995-12-31,EL,4,1995,52,0.7951741,21.079208,16.76164,0001-01-01T00:00:00,0.8218599,-0.026685774
2022-06-12,EL,4,2022,23,0.5566689,21.079208,11.734139,2022-06-22T13:00:00,0.5157968,0.040872097
2018-08-19,EL,4,2018,33,0.55566627,21.079208,11.713006,0001-01-01T00:00:00,0.53229064,0.02337563
1999-06-06,EL,1,1999,22,0.6050753,6.0032635,3.6324265,0001-01-01T00:00:00,0.49966285,0.10541245
2002-06-16,EL,4,2002,24,0.7881356,21.079208,16.613276,0001-01-01T00:00:00,0.74168694,0.046448648
2011-08-21,EL,1,2011,33,0.93136597,6.0032635,5.591235,0001-01-01T00:00:00,0.90385026,0.02751571
2013-01-06,EL,4,2013,1,0.677998,21.079208,14.291662,0001-01-01T00:00:00,0.6950221,-0.0170241
2023-11-12,EL,3,2023,45,0.76219815,8.920932,6.7995176,2023-11-22T13:00:00,0.79435277,-0.03215462
1997-12-21,EL,4,1997,51,0.79282445,21.079208,16.71211,0001-01-01T00:00:00,0.8064169,-0.013592482
2007-08-12,EL,4,2007,32,0.88615954,21.079208,18.679543,0001-01-01T00:00:00,0.87305313,0.013106406
2011-06-26,EL,5,2011,25,0.6321289,17.390587,10.993092,0001-01-01T00:00:00,0.57903284,0.053096056
2002-06-23,EL,4,2002,25,0.82398605,21.079208,17.368975,0001-01-01T00:00:00,0.7881356,0.035850465
2003-11-30,EL,4,2003,48,0.6432269,21.079208,13.558715,0001-01-01T00:00:00,0.6608979,-0.017670989
1996-09-01,EL,1,1996,35,0.6890863,6.0032635,4.136767,0001-01-01T00:00:00,0.65538424,0.033702075
2009-06-21,EL,4,2009,25,0.57118803,21.079208,12.040193,0001-01-01T00:00:00,0.54305595,0.028132081
2007-04-08,EL,4,2007,14,0.47703454,21.079208,10.0555105,0001-01-01T00:00:00,0.48259127,-0.0055567324
2007-12-30,EL,5,2007,52,0.73663443,17.390587,12.810505,0001-01-01T00:00:00,0.74641675,-0.009782314
2002-03-03,EL,1,2002,9,0.29393348,6.0032635,1.7645602,0001-01-01T00:00:00,0.3374758,-0.043542325
2014-10-19,EL,3,2014,42,0.72050273,8.920932,6.4275556,0001-01-01T00:00:00,0.7384705,-0.01796776
2005-05-29,EL,4,2005,21,0.3775941,21.079208,7.9593854,0001-01-01T00:00:00,0.35123223,0.026361883
2003-10-19,EL,1,2003,42,0.8191997,6.0032635,4.9178715,0001-01-01T00:00:00,0.8318762,-0.012676537
2010-07-11,EL,1,2010,27,0.72007513,6.0032635,4.3228006,0001-01-01T00:00:00,0.71509576,0.004979372
2009-12-13,EL,1,2009,50,0.71827745,6.0032635,4.312009,0001-01-01T00:00:00,0.7459103,-0.027632833
1997-01-05,EL,4,1997,1,0.5640557,21.079208,11.889848,0001-01-01T00:00:00,0.6635355,-0.099479795
1995-11-26,EL,4,1995,47,0.9131364,21.079208,19.248194,0001-01-01T00:00:00,0.93145317,-0.018316746
2008-10-05,EL,1,2008,40,0.8733236,6.0032635,5.242792,0001-01-01T00:00:00,0.88077074,-0.0074471235
2019-05-26,EL,4,2019,21,0.3882245,21.079208,8.183466,2019-06-05T13:00:00,0.34377906,0.044445455
2017-09-10,EL,1,2017,36,0.8488693,6.0032635,5.0959864,0001-01-01T00:00:00,0.84019023,0.008679092
1995-03-12,EL,5,1995,10,0.3524053,17.390587,6.128535,0001-01-01T00:00:00,0.38157478,-0.02916947
2001-01-21,EL,1,2001,3,0.66247,6.0032635,3.9769819,0001-01-01T00:00:00,0.71838444,-0.05591446
1997-02-02,EL,1,1997,5,0.41016993,6.0032635,2.4623582,0001-01-01T00:00:00,0.44550547,-0.03533554
2012-11-18,EL,1,2012,46,0.85111433,6.0032635,5.1094637,0001-01-01T00:00:00,0.8644172,-0.013302863
2002-06-16,EL,1,2002,24,0.81313515,6.0032635,4.881465,0001-01-01T00:00:00,0.7613829,0.05175227
2017-11-12,EL,4,2017,45,0.77992845,21.079208,16.440275,0001-01-01T00:00:00,0.7945196,-0.014591157
2019-05-26,EL,1,2019,21,0.6253978,6.0032635,3.754428,2019-06-05T13:00:00,0.44267556,0.18272224
2013-07-21,EL,1,2013,29,0.85317695,6.0032635,5.121846,0001-01-01T00:00:00,0.8662278,-0.013050854
1997-10-19,EL,4,1997,42,0.9330361,21.079208,19.667662,0001-01-01T00:00:00,0.94411993,-0.011083841
2015-08-30,EL,3,2015,35,0.89868295,8.920932,8.017089,0001-01-01T00:00:00,0.8919677,0.006715238
2019-10-06,EL,4,2019,40,0.7263627,21.079208,15.3111515,2019-10-16T13:00:00,0.73980147,-0.013438761
2018-03-18,EL,4,2018,11,0.35349736,21.079208,7.4514446,0001-01-01T00:00:00,0.37866825,-0.025170892
2021-01-31,EL,4,2021,4,0.6731211,21.079208,14.18886,2021-02-10T13:00:00,0.70358217,-0.030461073
2008-08-10,EL,4,2008,32,0.82794505,21.079208,17.452427,0001-01-01T00:00:00,0.8325622,-0.0046171546
2008-09-28,EL,1,2008,39,0.88077074,6.0032635,5.287499,0001-01-01T00:00:00,0.903679,-0.02290827
2021-05-16,EL,4,2021,19,0.42719367,21.079208,9.004905,2021-05-26T13:00:00,0.42897245,-0.0017787814
2006-09-10,EL,1,2006,36,0.78668284,6.0032635,4.7226644,0001-01-01T00:00:00,0.76814246,0.018540382
2006-02-26,EL,4,2006,8,0.6262803,21.079208,13.201493,0001-01-01T00:00:00,0.64940053,-0.023120224
2023-06-04,EL,4,2023,22,0.45503384,21.079208,9.591753,2023-06-14T13:00:00,0.4276834,0.027350426
2024-01-07,EL,4,2024,1,0.52750295,21.079208,11.119345,2024-01-17T13:00:00,0.55374235,-0.026239395
2000-11-26,EL,2,2000,47,0.9325909,34.04359,31.748743,0001-01-01T00:00:00,0.9436674,-0.01107651
2022-10-02,EL,1,2022,39,0.7610184,6.0032635,4.5685945,2022-10-12T13:00:00,0.68780077,0.07321763
2005-03-27,EL,1,2005,12,0.12360289,6.0032635,0.7420207,0001-01-01T00:00:00,0.15026702,-0.02666413
1999-03-14,EL,1,1999,10,0.22662096,6.0032635,1.3604653,0001-01-01T00:00:00,0.26694447,-0.04032351
1998-07-26,EL,1,1998,30,0.8958404,6.0032635,5.3779664,0001-01-01T00:00:00,0.87088907,0.024951339
2010-08-29,EL,3,2010,34,0.72764736,8.920932,6.4912925,0001-01-01T00:00:00,0.73091364,-0.003266275
2018-12-16,EL,3,2018,50,0.71626407,8.920932,6.389743,0001-01-01T00:00:00,0.75230956,-0.03604549
2001-09-23,EL,2,2001,38,0.7853999,34.04359,26.737831,0001-01-01T00:00:00,0.788188,-0.0027880669
2022-12-04,EL,1,2022,48,0.8084924,6.0032635,4.8535933,2022-12-14T13:00:00,0.8432248,-0.0347324
2004-05-30,EL,5,2004,22,0.40643924,17.390587,7.068217,0001-01-01T00:00:00,0.39904925,0.0073899925
2009-03-22,EL,5,2009,12,0.2734312,17.390587,4.755129,0001-01-01T00:00:00,0.30084968,-0.027418464
2023-01-15,EL,1,2023,2,0.5997396,6.0032635,3.600395,2023-01-25T13:00:00,0.6219759,-0.022236288
2022-07-31,EL,1,2022,30,0.6737943,6.0032635,4.0449653,2022-08-10T13:00:00,0.669249,0.004545331
2005-02-20,EL,4,2005,7,0.5554792,21.079208,11.709063,0001-01-01T00:00:00,0.57942,-0.023940742
2002-04-07,EL,1,2002,14,0.13807322,6.0032635,0.82888997,0001-01-01T00:00:00,0.15436012,-0.016286895
2018-05-13,EL,4,2018,19,0.2885194,21.079208,6.0817614,0001-01-01T00:00:00,0.24238454,0.046134874
2007-02-11,EL,4,2007,6,0.5800351,21.079208,12.226681,0001-01-01T00:00:00,0.59533393,-0.015298843
1998-10-04,EL,4,1998,40,0.92739564,21.079208,19.548765,0001-01-01T00:00:00,0.9304343,-0.0030386448
2018-08-12,EL,4,2018,32,0.53229064,21.079208,11.220265,0001-01-01T00:00:00,0.51559675,0.01669389
2022-03-06,EL,4,2022,9,0.52666706,21.079208,11.101725,2022-03-16T13:00:00,0.54616475,-0.019497693
2015-10-04,EL,3,2015,40,0.9149361,8.920932,8.162083,0001-01-01T00:00:00,0.8988635,0.01607263
2020-04-26,EL,1,2020,17,0.19626203,6.0032635,1.1782128,2020-05-06T13:00:00,0.17945512,0.016806915
2019-07-28,EL,4,2019,30,0.71126366,21.079208,14.992875,2019-08-07T13:00:00,0.68936574,0.021897912
2021-05-02,EL,1,2021,17,0.15748766,6.0032635,0.94543993,2021-05-12T13:00:00,0.17295666,-0.015469
2007-03-11,EL,5,2007,10,0.38764048,17.390587,6.741295,0001-01-01T00:00:00,0.41602427,-0.028383791
2025-03-09,EL,4,2025,10,0.7042302,21.079208,14.844615,2025-03-19T13:00:00,0.7139353,-0.009705126
2011-09-25,EL,4,2011,38,0.8197701,21.079208,17.280106,0001-01-01T00:00:00,0.81840605,0.0013640523
2020-03-08,EL,4,2020,10,0.3985139,21.079208,8.400358,2020-03-18T13:00:00,0.4168379,-0.018323988
2003-08-10,EL,3,2003,32,0.65737885,8.920932,5.864432,0001-01-01T00:00:00,0.6576249,-0.00024604797
2011-06-05,EL,5,2011,22,0.37000498,17.390587,6.4346037,0001-01-01T00:00:00,0.3240221,0.045982867
1996-05-26,EL,5,1996,21,0.21479954,17.390587,3.7354898,0001-01-01T00:00:00,0.2147549,4.464388e-05
2022-10-09,EL,4,2022,40,0.8805028,21.079208,18.560303,2022-10-19T13:00:00,0.8716947,0.008808136
2001-06-17,EL,5,2001,24,0.38160878,17.390587,6.6364,0001-01-01T00:00:00,0.36303353,0.018575251
1995-11-19,EL,3,1995,46,0.891171,8.920932,7.950075,0001-01-01T00:00:00,0.9201083,-0.02893734
2018-01-14,EL,4,2018,2,0.58997756,21.079208,12.436261,0001-01-01T00:00:00,0.6151813,-0.025203764
1995-03-05,EL,1,1995,9,0.3085043,6.0032635,1.8520327,0001-01-01T00:00:00,0.34429628,-0.035791963
1995-04-02,EL,4,1995,13,0.32732493,21.079208,6.8997507,0001-01-01T00:00:00,0.34571537,-0.018390447
1997-08-31,EL,3,1997,35,0.9075318,8.920932,8.096029,0001-01-01T00:00:00,0.90461856,0.0029132366
2006-09-17,EL,4,2006,37,0.68851995,21.079208,14.513456,0001-01-01T00:00:00,0.6755418,0.012978137
2008-12-28,EL,5,2008,52,0.6575491,17.390587,11.435164,0001-01-01T00:00:00,0.6838522,-0.026303113
2011-08-07,EL,4,2011,31,0.7754752,21.079208,16.346405,0001-01-01T00:00:00,0.77003205,0.0054431558
2011-01-23,EL,5,2011,3,0.39452887,17.390587,6.8610883,0001-01-01T00:00:00,0.41222224,-0.01769337
2013-01-13,EL,1,2013,2,0.56706965,6.0032635,3.4042685,0001-01-01T00:00:00,0.61696935,-0.049899697
2002-11-17,EL,4,2002,46,0.7836108,21.079208,16.517897,0001-01-01T00:00:00,0.8052948,-0.021683991
2003-07-27,EL,3,2003,30,0.6493736,8.920932,5.7930174,0001-01-01T00:00:00,0.63644916,0.012924433
2001-09-16,EL,3,2001,37,0.8180822,8.920932,7.2980556,0001-01-01T00:00:00,0.8053081,0.01277411
1997-12-28,EL,1,1997,52,0.6757999,6.0032635,4.057005,0001-01-01T00:00:00,0.7071021,-0.031302214
1999-09-12,EL,4,1999,36,0.93969834,21.079208,19.808098,0001-01-01T00:00:00,0.9300699,0.009628415
1995-10-29,EL,4,1995,43,0.97136456,21.079208,20.475595,0001-01-01T00:00:00,0.9694026,0.0019619465
2023-06-18,EL,1,2023,24,0.7222896,6.0032635,4.3360953,2023-06-28T13:00:00,0.6591693,0.063120306
2008-03-09,EL,1,2008,10,0.28449097,6.0032635,1.7078743,0001-01-01T00:00:00,0.3179363,-0.03344533
2013-05-05,EL,5,2013,18,0.11676666,17.390587,2.0306406,0001-01-01T00:00:00,0.12437173,-0.0076050684
2019-11-24,EL,4,2019,47,0.5940288,21.079208,12.521656,2019-12-04T13:00:00,0.6172971,-0.023268342
2014-12-14,EL,4,2014,50,0.61563367,21.079208,12.97707,0001-01-01T00:00:00,0.6293097,-0.013676047
2019-07-21,EL,5,2019,29,0.68534195,17.390587,11.918498,2019-07-31T13:00:00,0.67546695,0.0098749995
2007-01-21,EL,4,2007,3,0.622746,21.079208,13.126993,0001-01-01T00:00:00,0.63324445,-0.010498464
2004-01-25,EL,4,2004,4,0.51201767,21.079208,10.792928,0001-01-01T00:00:00,0.5356668,-0.023649156
2016-12-11,EL,1,2016,49,0.6709595,6.0032635,4.0279465,0001-01-01T00:00:00,0.6960113,-0.025051832
2022-03-20,EL,4,2022,11,0.4878314,21.079208,10.2831,2022-03-30T13:00:00,0.50551856,-0.017687142
2002-08-18,EL,1,2002,33,0.8840706,6.0032635,5.3073087,0001-01-01T00:00:00,0.8881461,-0.004075527
1996-06-09,EL,5,1996,23,0.2782827,17.390587,4.839499,0001-01-01T00:00:00,0.22670895,0.051573753
2019-11-10,EL,1,2019,45,0.8493582,6.0032635,5.0989213,2019-11-20T13:00:00,0.88553023,-0.036172032
2024-09-29,EL,1,2024,39,0.95384246,6.0032635,5.726168,2024-10-09T13:00:00,0.96499985,-0.011157393
2005-04-10,EL,4,2005,14,0.40807205,21.079208,8.601836,0001-01-01T00:00:00,0.4225227,-0.0144506395
2013-03-17,EL,1,2013,11,0.1679416,6.0032635,1.0081977,0001-01-01T00:00:00,0.20413189,-0.036190286
2008-05-18,EL,1,2008,20,0.5696874,6.0032635,3.4199839,0001-01-01T00:00:00,0.4658131,0.103874326
2010-01-03,EL,4,2009,53,0.66031957,21.079208,13.919014,0001-01-01T00:00:00,0.6827448,-0.022425234
2000-03-26,EL,4,2000,12,0.6173254,21.079208,13.012732,0001-01-01T00:00:00,0.63098973,-0.013664305
2014-01-12,EL,4,2014,2,0.5954799,21.079208,12.552245,0001-01-01T00:00:00,0.61317694,-0.017697036
2015-01-11,EL,5,2015,2,0.6371422,17.390587,11.080276,0001-01-01T00:00:00,0.66803557,-0.030893385
2022-01-30,EL,5,2022,4,0.41404912,17.390587,7.2005568,2022-02-09T13:00:00,0.4284204,-0.014371276
2023-01-01,EL,1,2022,52,0.65179425,6.0032635,3.9128928,2023-01-11T13:00:00,0.67494154,-0.023147285
1996-09-15,EL,1,1996,37,0.6860086,6.0032635,4.1182904,0001-01-01T00:00:00,0.6937634,-0.0077548027
2005-11-06,EL,4,2005,44,0.92442566,21.079208,19.486162,0001-01-01T00:00:00,0.92119294,0.0032327175
2022-12-25,EL,1,2022,51,0.67494154,6.0032635,4.051852,2023-01-04T13:00:00,0.70639795,-0.03145641
2011-04-03,EL,1,2011,13,0.10135842,6.0032635,0.60848135,0001-01-01T00:00:00,0.117389105,-0.016030684
1999-10-10,EL,3,1999,40,0.82691544,8.920932,7.376856,0001-01-01T00:00:00,0.8299268,-0.0030113459
1998-11-29,EL,1,1998,48,0.8079299,6.0032635,4.850216,0001-01-01T00:00:00,0.8366214,-0.02869153
2000-06-18,EL,5,2000,24,0.5426406,17.390587,9.436839,0001-01-01T00:00:00,0.49766374,0.04497689
1996-02-18,EL,5,1996,7,0.42804754,17.390587,7.4439974,0001-01-01T00:00:00,0.466851,-0.03880346
2001-10-07,EL,4,2001,40,0.8719937,21.079208,18.380938,0001-01-01T00:00:00,0.87529945,-0.0033057332
2007-02-25,EL,4,2007,8,0.5469771,21.079208,11.529844,0001-01-01T00:00:00,0.56456506,-0.01758796
2005-07-31,EL,3,2005,30,0.86375606,8.920932,7.7055087,0001-01-01T00:00:00,0.854989,0.008767068
1996-05-05,EL,1,1996,18,0.18462881,6.0032635,1.1083754,0001-01-01T00:00:00,0.15588456,0.02874425
1997-12-14,EL,4,1997,50,0.8064169,21.079208,16.99863,0001-01-01T00:00:00,0.8232214,-0.016804457
2022-07-24,EL,4,2022,29,0.8454038,21.079208,17.820444,2022-08-03T13:00:00,0.82672936,0.018674433
2012-09-09,EL,2,2012,36,0.9015164,34.04359,30.690853,0001-01-01T00:00:00,0.8874869,0.014029503
2024-10-27,EL,4,2024,43,0.7843437,21.079208,16.533346,2024-11-06T13:00:00,0.746126,0.038217723
2002-09-29,EL,4,2002,39,0.91488993,21.079208,19.285156,0001-01-01T00:00:00,0.91674286,-0.0018529296
1996-06-09,EL,3,1996,23,0.3786865,8.920932,3.3782363,0001-01-01T00:00:00,0.28699726,0.09168923
2005-11-06,EL,3,2005,44,0.85558784,8.920932,7.632641,0001-01-01T00:00:00,0.85489273,0.00069510937
2019-02-24,EL,1,2019,8,0.31331533,6.0032635,1.8809146,2019-03-06T13:00:00,0.36310306,-0.04978773
2000-09-17,EL,1,2000,37,0.9417642,6.0032635,5.653659,0001-01-01T00:00:00,0.949971,-0.008206844
2005-07-03,EL,5,2005,26,0.5554239,17.390587,9.659147,0001-01-01T00:00:00,0.49993777,0.055486143
2001-07-22,EL,1,2001,29,0.8724511,6.0032635,5.237554,0001-01-01T00:00:00,0.86191005,0.010541081
2020-11-22,EL,3,2020,47,0.9439648,8.920932,8.421045,2020-12-02T13:00:00,0.93226504,0.011699736
2007-09-30,EL,4,2007,39,0.9115457,21.079208,19.214663,0001-01-01T00:00:00,0.90912086,0.0024248362
1995-04-16,EL,1,1995,15,0.14188625,6.0032635,0.8517806,0001-01-01T00:00:00,0.15844986,-0.01656361
1999-11-14,EL,4,1999,45,0.9239021,21.079208,19.475124,0001-01-01T00:00:00,0.9085597,0.015342414
2018-12-23,EL,4,2018,51,0.5553065,21.079208,11.705421,0001-01-01T00:00:00,0.5777685,-0.02246201
2015-02-22,EL,4,2015,8,0.5006639,21.079208,10.553598,0001-01-01T00:00:00,0.5069031,-0.0062392354
